url_length,https,subdomain_count,has_ip,hyphen_count,digit_ratio,path_length,has_at_symbol,brand_keyword_count,label
119,1,2,0,0,0.0,88,0,0,0
52,1,3,0,0,0.0,24,0,0,0
26,1,2,0,0,0.0,1,0,0,0
44,1,3,0,0,0.0,17,0,0,0
56,1,2,0,0,0.0,30,0,0,0
57,1,2,0,0,0.0,26,0,0,0
68,1,2,0,1,0.0,18,0,0,0
46,1,2,0,0,0.0,23,0,0,0
36,1,2,0,0,0.0,12,0,0,0
47,1,2,0,0,0.0,13,0,0,0
37,1,2,0,0,0.0,1,0,0,0
122,1,2,0,0,0.0,94,0,0,0
43,1,2,0,0,0.0,6,0,0,0
67,1,3,0,0,0.0,31,0,0,0
63,1,2,0,0,0.0,44,0,0,0
23,1,2,0,0,0.0,0,0,0,0
32,1,2,0,0,0.0,1,0,0,0
39,1,3,0,0,0.0,10,0,0,0
102,1,3,0,1,0.0,66,0,0,0
55,1,2,0,0,0.0,32,0,0,0
55,1,2,0,1,0.0,23,0,0,0
60,1,2,0,0,0.0,39,0,0,0
39,1,2,0,0,0.0,15,0,0,0
166,1,2,0,0,0.0,144,0,0,0
